Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore 7.0.0,,,,,"Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,Microsoft.AspNetCore.Identity.EntityFrameworkCore 7.0.0,,,,,"Microsoft.AspNetCore.Identity.EntityFrameworkCore, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Identity.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Identity.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,Microsoft.AspNetCore.Identity.UI 7.0.0,,,,,"Microsoft.AspNetCore.Identity.UI, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Identity.UI, and replace with new package Microsoft.AspNetCore.Identity.UI 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,Microsoft.EntityFrameworkCore.SQLite 7.0.0,,,,,"Microsoft.EntityFrameworkCore.SQLite, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.SQLite, and replace with new package Microsoft.EntityFrameworkCore.SQLite 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 7.0.0,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,Microsoft.EntityFrameworkCore.Tools 7.0.0,,,,,"Microsoft.EntityFrameworkCore.Tools, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,Microsoft.VisualStudio.Web.CodeGeneration.Design 7.0.0,,,,,"Microsoft.VisualStudio.Web.CodeGeneration.Design, 7.0.0  Recommendation:  Remove Microsoft.VisualStudio.Web.CodeGeneration.Design, and replace with new package Microsoft.VisualStudio.Web.CodeGeneration.Design 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Airport.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Data\ApplicationDbContext.cs,8,12,M:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext.#ctor(Microsoft.EntityFrameworkCore.DbContextOptions),,,,,: base(options)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Data\ApplicationDbContext.cs,8,12,M:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext.#ctor(Microsoft.EntityFrameworkCore.DbContextOptions),,,,,: base(options)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Data\ApplicationDbContext.cs,5,40,T:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext,,,,,IdentityDbContext
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,44,4,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/Error"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,40,4,T:Microsoft.AspNetCore.Builder.MigrationsEndPointExtensions,,,,,app.UseMigrationsEndPoint();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,40,4,M:Microsoft.AspNetCore.Builder.MigrationsEndPointExtensions.UseMigrationsEndPoint(Microsoft.AspNetCore.Builder.IApplicationBuilder),,,,,app.UseMigrationsEndPoint();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,14,0,T:Microsoft.Extensions.DependencyInjection.IdentityServiceCollectionUIExtensions,,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,14,0,"M:Microsoft.Extensions.DependencyInjection.IdentityServiceCollectionUIExtensions.AddDefaultIdentity``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,System.Action{Microsoft.AspNetCore.Identity.IdentityOptions})",,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,14,0,T:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions,,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,14,0,M:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions.AddEntityFrameworkStores``1(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,12,0,T:Microsoft.Extensions.DependencyInjection.DatabaseDeveloperPageExceptionFilterServiceExtensions,,,,,builder.Services.AddDatabaseDeveloperPageExceptionFilter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter24\A_Airport\Airport\Airport.csproj,File,Chapter24\A_Airport\Airport\Program.cs,12,0,M:Microsoft.Extensions.DependencyInjection.DatabaseDeveloperPageExceptionFilterServiceExtensions.AddDatabaseDeveloperPageExceptionFilter(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,builder.Services.AddDatabaseDeveloperPageExceptionFilter();
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter29\C_CorsApplication\api.shopping.com\api.shopping.com.csproj,File,Chapter29\C_CorsApplication\api.shopping.com\api.shopping.com.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter20\C_ApiControllerAttribute\ApiControllerAttribute\ApiControllerAttribute.csproj,File,Chapter20\C_ApiControllerAttribute\ApiControllerAttribute\ApiControllerAttribute.csproj,,,Microsoft.AspNetCore.OpenApi 7.0.0,,,,,"Microsoft.AspNetCore.OpenApi, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter20\C_ApiControllerAttribute\ApiControllerAttribute\ApiControllerAttribute.csproj,File,Chapter20\C_ApiControllerAttribute\ApiControllerAttribute\ApiControllerAttribute.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter13\B_ATypicalRazorPage\ATypicalRazorPage\ATypicalRazorPage.csproj,File,Chapter13\B_ATypicalRazorPage\ATypicalRazorPage\ATypicalRazorPage.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,File,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,,,Microsoft.Extensions.Http.Polly 7.0.0,,,,,"Microsoft.Extensions.Http.Polly, 7.0.0  Recommendation:  Remove Microsoft.Extensions.Http.Polly, and replace with new package Microsoft.Extensions.Http.Polly 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,File,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,File,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\Program.cs,5,0,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,"builder.Services.AddHttpClient<ExchangeRatesClient>(client =>  {      client.BaseAddress = new Uri(""https://open.er-api.com/v6/"");      client.DefaultRequestHeaders.Add(HeaderNames.UserAgent, ""ExchangeRateViewer"");  })                  .AddTransientHttpErrorPolicy(p =>                      p.WaitAndRetryAsync(3, _ => TimeSpan.FromMilliseconds(600)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,File,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\Program.cs,7,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,File,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\Program.cs,7,4,M:System.Uri.#ctor(System.String),,,,,"client.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\BackgroundServiceCache.csproj,File,Chapter34\A_BackgroundServiceCache\BackgroundServiceCache\Program.cs,7,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,,,Microsoft.EntityFrameworkCore.Sqlite 7.0.0,,,,,"Microsoft.EntityFrameworkCore.Sqlite, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Sqlite, and replace with new package Microsoft.EntityFrameworkCore.Sqlite 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,,,Microsoft.EntityFrameworkCore.Design 7.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,,,Microsoft.EntityFrameworkCore.Tools 7.0.0,,,,,"Microsoft.EntityFrameworkCore.Tools, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\ExchangeRatesClient.cs,11,8,T:System.Uri,,,,,"_httpClient.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\ExchangeRatesClient.cs,11,8,M:System.Uri.#ctor(System.String),,,,,"_httpClient.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\ExchangeRatesClient.cs,11,8,T:System.Uri,,,,,"_httpClient.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\ExchangeRatesClient.cs,11,8,T:System.Uri,,,,,"_httpClient.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\ExchangeRatesClient.cs,11,8,M:System.Uri.#ctor(System.String),,,,,"_httpClient.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache.csproj,File,Chapter34\B_BackgroundServiceDatabaseCache\BackgroundServiceDatabaseCache\ExchangeRatesClient.cs,11,8,T:System.Uri,,,,,"_httpClient.BaseAddress = new Uri(""https://open.er-api.com/v6/"");"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,,,Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore 7.0.0,,,,,"Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,,,Microsoft.AspNetCore.Identity.EntityFrameworkCore 7.0.0,,,,,"Microsoft.AspNetCore.Identity.EntityFrameworkCore, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Identity.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Identity.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,,,Microsoft.AspNetCore.Identity.UI 7.0.0,,,,,"Microsoft.AspNetCore.Identity.UI, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Identity.UI, and replace with new package Microsoft.AspNetCore.Identity.UI 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,,,Microsoft.EntityFrameworkCore.Sqlite 7.0.0,,,,,"Microsoft.EntityFrameworkCore.Sqlite, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Sqlite, and replace with new package Microsoft.EntityFrameworkCore.Sqlite 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,,,Microsoft.EntityFrameworkCore.Tools 7.0.0,,,,,"Microsoft.EntityFrameworkCore.Tools, 7.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Data\ApplicationDbContext.cs,8,12,M:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext.#ctor(Microsoft.EntityFrameworkCore.DbContextOptions),,,,,: base(options)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Data\ApplicationDbContext.cs,8,12,M:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext.#ctor(Microsoft.EntityFrameworkCore.DbContextOptions),,,,,: base(options)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Data\ApplicationDbContext.cs,5,40,T:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext,,,,,IdentityDbContext
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,24,4,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/Error"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,20,4,T:Microsoft.AspNetCore.Builder.MigrationsEndPointExtensions,,,,,app.UseMigrationsEndPoint();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,20,4,M:Microsoft.AspNetCore.Builder.MigrationsEndPointExtensions.UseMigrationsEndPoint(Microsoft.AspNetCore.Builder.IApplicationBuilder),,,,,app.UseMigrationsEndPoint();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,10,0,T:Microsoft.Extensions.DependencyInjection.IdentityServiceCollectionUIExtensions,,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,10,0,"M:Microsoft.Extensions.DependencyInjection.IdentityServiceCollectionUIExtensions.AddDefaultIdentity``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,System.Action{Microsoft.AspNetCore.Identity.IdentityOptions})",,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,10,0,T:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions,,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,10,0,M:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions.AddEntityFrameworkStores``1(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,builder.Services.AddDefaultIdentity<IdentityUser>(options => options.SignIn.RequireConfirmedAccount = true)      .AddEntityFrameworkStores<ApplicationDbContext>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,8,0,T:Microsoft.Extensions.DependencyInjection.DatabaseDeveloperPageExceptionFilterServiceExtensions,,,,,builder.Services.AddDatabaseDeveloperPageExceptionFilter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Chapter29\B_CrossSiteRequestForgery\BankingApplication\BankingApplication.csproj,File,Chapter29\B_CrossSiteRequestForgery\BankingApplication\Program.cs,8,0,M:Microsoft.Extensions.DependencyInjection.DatabaseDeveloperPageExceptionFilterServiceExtensions.AddDatabaseDeveloperPageExceptionFilter(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,builder.Services.AddDatabaseDeveloperPageExceptionFilter();
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter07\A_BasicModelBinding\BasicModelBinding\BasicModelBinding.csproj,File,Chapter07\A_BasicModelBinding\BasicModelBinding\BasicModelBinding.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter05\B_BasicRoutingMinimalApi\BasicRoutingMinimalApi\BasicRoutingMinimalApi.csproj,File,Chapter05\B_BasicRoutingMinimalApi\BasicRoutingMinimalApi\BasicRoutingMinimalApi.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter20\B_BasicWebApiProject\BasicWebApiProject\BasicWebApiProject.csproj,File,Chapter20\B_BasicWebApiProject\BasicWebApiProject\BasicWebApiProject.csproj,,,Microsoft.AspNetCore.OpenApi 7.0.0,,,,,"Microsoft.AspNetCore.OpenApi, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter20\B_BasicWebApiProject\BasicWebApiProject\BasicWebApiProject.csproj,File,Chapter20\B_BasicWebApiProject\BasicWebApiProject\BasicWebApiProject.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,File,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,,,Microsoft.AspNetCore.Components.WebAssembly 7.0.0,,,,,"Microsoft.AspNetCore.Components.WebAssembly, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Components.WebAssembly, and replace with new package Microsoft.AspNetCore.Components.WebAssembly 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,File,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,,,Microsoft.AspNetCore.Components.WebAssembly.DevServer 7.0.0,,,,,"Microsoft.AspNetCore.Components.WebAssembly.DevServer, 7.0.0  Recommendation:  Remove Microsoft.AspNetCore.Components.WebAssembly.DevServer, and replace with new package Microsoft.AspNetCore.Components.WebAssembly.DevServer 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,File,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,File,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\Program.cs,8,0,T:System.Uri,,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\BlazorWebAssemblyProject.csproj,File,Chapter05\A_BlazorWebAssemblyProject\BlazorWebAssemblyProject\Program.cs,8,0,M:System.Uri.#ctor(System.String),,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
